Authors	Title	PublicationName	Volume	Issue	BeginningPage	EndingPage	DOI	PublicationDate	PublicationYear	TimesCited	AccessionNumber
"Wright, S"	Professor Fisher on the theory of dominance	AMERICAN NATURALIST	68		562	565	10.1086/280574	1934	1934	8	WOS:000200907000054
"Kikkawa, H"	"Problems of crossing over in triploid Drosophila, with criticism on Mather's inference"	AMERICAN NATURALIST	68		565	569	10.1086/280575	1934	1934	3	WOS:000200907000055
"Gershenson, G"	Mutant genes in a wild population of Drosophila obscura fall	AMERICAN NATURALIST	68		569	571		1934	1934	2	WOS:000200907000056
"Becker, ER"	Infection with a single coccidian oocyst and its significance	AMERICAN NATURALIST	68		571	574	10.1086/280577	1934	1934	7	WOS:000200907000057
"Haldane, JBS"	The part played by recurrent mutation in evolution	AMERICAN NATURALIST	67		5	19	10.1086/280465	1933	1933	165	WOS:000201328000001
"Just, EE"	Cortical cytoplasm and evolution	AMERICAN NATURALIST	67		20	29	10.1086/280466	1933	1933	5	WOS:000201328000002
"Somme, ID"	A possible relation between the production of animal plankton and the current-system of the sea	AMERICAN NATURALIST	67		30	52	10.1086/280467	1933	1933	3	WOS:000201328000003
"Robertson, C"	About nomenclature	AMERICAN NATURALIST	67		53	61	10.1086/280468	1933	1933	0	WOS:000201328000004
"Whiting, PW"	The Genetics Society of America - Papers read at the Atlantic city Meeting	AMERICAN NATURALIST	67		62	87		1933	1933	0	WOS:000201328000005
"Greb, RJ"	Effects of x-radiation on production of mosaic males and on sex ratio in habrobracon	AMERICAN NATURALIST	67		88	93	10.1086/280470	1933	1933	7	WOS:000201328000006
"Cockerell, TDA"	The phases of African locusts	AMERICAN NATURALIST	67		93	96	10.1086/280471	1933	1933	2	WOS:000201328000007
"Dobzhansky, T"	Geographical variation in lady-beetles	AMERICAN NATURALIST	67		97	126	10.1086/280472	1933	1933	117	WOS:000201328000008
"Hanson, FB; Heys, F"	The relation of the induced mutation rate to different physiological states in drosophila melanogaster: I. Irradiation after starvation	AMERICAN NATURALIST	67		127	134	10.1086/280473	1933	1933	5	WOS:000201328000009
"Hamlett, GWD"	An embryologist's conception of vertebrate phylogeny	AMERICAN NATURALIST	67		135	153	10.1086/280474	1933	1933	1	WOS:000201328000010
"Herre, AWCT"	The fishes of Lake Lanao: A problem in evolution	AMERICAN NATURALIST	67		154	162	10.1086/280475	1933	1933	19	WOS:000201328000011
"Witzemann, EJ"	Mutation and adaptation as component parts of a universal principle: I. The principle of rhythm or periodicity	AMERICAN NATURALIST	67		163	177	10.1086/280476	1933	1933	1	WOS:000201328000012
"Gowen, JW"	Constitutional effects of the hairless gene in diploid and triploid drosophila	AMERICAN NATURALIST	67		178	180	10.1086/280477	1933	1933	5	WOS:000201328000013
"Gregory, PW; Goss, H"	The relation of sulphydryl concentration to size inheritance in the rabbit	AMERICAN NATURALIST	67		180	185	10.1086/280478	1933	1933	17	WOS:000201328000014
"Dobrovolskaia-Zavadskaia, N"	Preliminary symbols for a tail-mutation in mice	AMERICAN NATURALIST	67		186	188	10.1086/280479	1933	1933	1	WOS:000201328000015
[Anonymous]	Constant species hybrids	AMERICAN NATURALIST	67		188	190		1933	1933	0	WOS:000201328000016
"Anderson, E; Schafer, B"	Vicinism in Aquilegia vulgaris	AMERICAN NATURALIST	67		190	192	10.1086/280481	1933	1933	3	WOS:000201328000017
"Newman, HH"	The effects of hereditary and environmental differences upon human personality as revealed by studies of twins	AMERICAN NATURALIST	67		193	205	10.1086/280482	1933	1933	6	WOS:000201328000018
"Burks, BS"	Needed evidence	AMERICAN NATURALIST	67		206	221	10.1086/280483	1933	1933	0	WOS:000201328000019
"Weinstein, A"	Palamedes	AMERICAN NATURALIST	67		222	253	10.1086/280484	1933	1933	7	WOS:000201328000020
"Hogben, L"	Some methodological aspects of human genetics	AMERICAN NATURALIST	67		254	263	10.1086/280485	1933	1933	0	WOS:000201328000021
"Witzemann, EJ"	Mutation and adaptation as component parts of a universal principle: II. The autocatalysis curve	AMERICAN NATURALIST	67		264	275	10.1086/280486	1933	1933	2	WOS:000201328000022
"Castle, WE"	Shorter articles and discussion dice on geographic variation in Peromyscus	AMERICAN NATURALIST	67		276	278	10.1086/280487	1933	1933	0	WOS:000201328000023
"Murray, JM"	"Leaden, a recent color mutation in the house mouse"	AMERICAN NATURALIST	67		278	283	10.1086/280488	1933	1933	12	WOS:000201328000024
"Elson, JA"	Protozoans and beetles	AMERICAN NATURALIST	67		283	286	10.1086/280489	1933	1933	0	WOS:000201328000025
"Cockerell, TDA"	THE excessive abundance of certain bees	AMERICAN NATURALIST	67		286	288	10.1086/280490	1933	1933	4	WOS:000201328000026
"Conklin, EG"	The American Society of Zoologists embryonic determination - Mosaic vs. equipotential development	AMERICAN NATURALIST	67		289	297	10.1086/280491	1933	1933	7	WOS:000201328000027
"Willier, BH"	On the origan and differentiation of the sexual gland	AMERICAN NATURALIST	67		298	305	10.1086/280492	1933	1933	0	WOS:000201328000028
"Harrison, RG"	Some difficulties of the determination problem.	AMERICAN NATURALIST	67		306	321	10.1086/280493	1933	1933	47	WOS:000201328000029
"Weiss, P"	Functional adaptation and the role of ground substances in development	AMERICAN NATURALIST	67		322	340	10.1086/280494	1933	1933	48	WOS:000201328000030
"Witzemann, EJ"	Mutation and adaptation as component parts of a universal principle: III. The spectrum of life	AMERICAN NATURALIST	67		341	351	10.1086/280495	1933	1933	0	WOS:000201328000031
"Gates, RR"	The general bearings of recent research in Oenothera	AMERICAN NATURALIST	67		352	364	10.1086/280496	1933	1933	3	WOS:000201328000032
"Ewing, HE"	Some peculiar relationships between ectoparasites and their hosts	AMERICAN NATURALIST	67		365	373	10.1086/280497	1933	1933	9	WOS:000201328000033
"Emerson, RA; Rhoades, MM"	Relation of chromatid crossing over to the upper limit of recombination percentages	AMERICAN NATURALIST	67		374	377	10.1086/280498	1933	1933	13	WOS:000201328000034
"Green, CV"	Further evidence of linkage in size inheritance	AMERICAN NATURALIST	67		377	380	10.1086/280499	1933	1933	11	WOS:000201328000035
"Anderson, E; Abbe, LB"	A comparative anatomical study of a mutant Aquilegia	AMERICAN NATURALIST	67		380	384	10.1086/280500	1933	1933	7	WOS:000201328000036
"Brues, CT"	Progressive change in the insect population of forests since the early tertiary	AMERICAN NATURALIST	67		385	406	10.1086/280501	1933	1933	11	WOS:000201328000037
"Cleland, RE"	"Pedictions as to chromosome configur ation, as evidence for segmental interchange in Oenothera"	AMERICAN NATURALIST	67		407	418	10.1086/280502	1933	1933	5	WOS:000201328000038
"Hanson, FB; Heys, F"	The relation of the induced mutation rate to different physiological states in drosophila melanogaster : II. Irradiation during complete anesthesia	AMERICAN NATURALIST	67		419	428	10.1086/280503	1933	1933	5	WOS:000201328000039
"Grossman, EF; Smith, T"	Genic modifications in Drosophila melanogaster induced by heat irradiation	AMERICAN NATURALIST	67		429	436	10.1086/280504	1933	1933	5	WOS:000201328000040
"Bridges, CB; Darby, HH"	Culture media for Drosophila and the pH of media	AMERICAN NATURALIST	67		437	472	10.1086/280505	1933	1933	10	WOS:000201328000041
"Punnett, RC"	Single or multiple sex-factors	AMERICAN NATURALIST	67		473	476	10.1086/280506	1933	1933	1	WOS:000201328000042
"Mather, K"	Interlocking as a demonstration of the occurrence of genetical crossing - Over during chiasma formation	AMERICAN NATURALIST	67		476	479	10.1086/280507	1933	1933	10	WOS:000201328000043
"Cockerell, TDA"	A second moth from the Colorado Eocene	AMERICAN NATURALIST	67		479	480	10.1086/280508	1933	1933	1	WOS:000201328000044
"Goodale, HD"	The genetics society of America - The progeny test as a means of evaluating the breeding potentialities of farm animals	AMERICAN NATURALIST	67		481	499	10.1086/280509	1933	1933	2	WOS:000201328000045
"Jull, MA"	Progeny testing in poultry breeding as a means of evaluating the breeding potentiality of an individual	AMERICAN NATURALIST	67		500	514	10.1086/280510	1933	1933	2	WOS:000201328000046
"Kirk, LE"	The progeny test and methods of breeding appropriate to certain species of crop plants	AMERICAN NATURALIST	67		515	531	10.1086/280511	1933	1933	4	WOS:000201328000047
"Horlacher, WR; Killough, DT"	Progressive mutations induced in Gossypium hirsutum by radiations	AMERICAN NATURALIST	67		532	538	10.1086/280512	1933	1933	9	WOS:000201328000048
"Hays, FA"	Crossing production and exhibition Rhode Island Reds	AMERICAN NATURALIST	67		539	548	10.1086/280513	1933	1933	0	WOS:000201328000049
"Davenport, CB"	An alleged case of inheritance of acquired characters	AMERICAN NATURALIST	67		549	558	10.1086/280514	1933	1933	7	WOS:000201328000050
"Haldane, JBS"	Two new allelomorphs for heterostylism in primula	AMERICAN NATURALIST	67		559	560	10.1086/280515	1933	1933	11	WOS:000201328000051
"Kostoff, D"	Hybrid mutations	AMERICAN NATURALIST	67		560	563	10.1086/280516	1933	1933	0	WOS:000201328000052
"Whitley, GP"	Ompax spatuloides castelnau a mythical Australian fish	AMERICAN NATURALIST	67		563	567	10.1086/280517	1933	1933	2	WOS:000201328000053
"Hanson, FB; Heys, F"	The effects of alpha-radiation from polonium on the developing eggs of Drosophila melanogaster	AMERICAN NATURALIST	67		567	571	10.1086/280518	1933	1933	2	WOS:000201328000054
"Dice, LR"	"The inheritance in the deer mouse, Peromyscus maniculatus blandus"	AMERICAN NATURALIST	67		571	574	10.1086/280519	1933	1933	2	WOS:000201328000055
"Haldane, JBS"	"The time of action of genes, and its bearing on some evolutionary problems"	AMERICAN NATURALIST	66		5	24	10.1086/280406	1932	1932	71	WOS:000200906900001
"Darlington, CD"	The control of the chromosomes by the genotype and its bearing on some evolutionary problems	AMERICAN NATURALIST	66		25	51	10.1086/280407	1932	1932	39	WOS:000200906900002
"Osborn, HF"	The nine principles of evolution revealed by paleontology	AMERICAN NATURALIST	66		52	60	10.1086/280408	1932	1932	5	WOS:000200906900003
"Just, EE"	On the origin of mutations	AMERICAN NATURALIST	66		61	74	10.1086/280409	1932	1932	8	WOS:000200906900004
"Whiting, PW"	Diploid mosaics in Habrobracon	AMERICAN NATURALIST	66		75	81	10.1086/280410	1932	1932	4	WOS:000200906900005
"Castle, WE"	Green's studies of linkage in size inheritance	AMERICAN NATURALIST	66		82	87	10.1086/280411	1932	1932	8	WOS:000200906900006
"Green, CV"	Genetic linkage in size inheritance - A reply	AMERICAN NATURALIST	66		87	91	10.1086/280412	1932	1932	3	WOS:000200906900007
"Ferguson, MC"	To determine genetical ratios when selfing organisms heterozygous for two or more factors	AMERICAN NATURALIST	66		91	93	10.1086/280413	1932	1932	0	WOS:000200906900008
"Van Atta, EW"	Dominant eye colors in Drosophila	AMERICAN NATURALIST	66		93	95	10.1086/280414	1932	1932	5	WOS:000200906900009
"Parker, GH"	On certain feeding habits of the sea-urchin Arbacia	AMERICAN NATURALIST	66		95	96	10.1086/280415	1932	1932	2	WOS:000200906900010
"Allen, CE"	The American Society of Naturalists - Sex-inheritance and sex determination	AMERICAN NATURALIST	66		97	107	10.1086/280416	1932	1932	10	WOS:000200906900011
"Witschi, E"	Physiology of embryonic sex differentiation	AMERICAN NATURALIST	66		108	117	10.1086/280417	1932	1932	4	WOS:000200906900012
"Muller, HJ"	Some genetic aspects of sex	AMERICAN NATURALIST	66		118	138	10.1086/280418	1932	1932	779	WOS:000200906900013
"McClung, CE"	The American Society of Zoologists - Chromosome movements	AMERICAN NATURALIST	66		139	146	10.1086/280419	1932	1932	0	WOS:000200906900014
"Parker, GH"	"On the trophic impulse so-called, its rate and nature"	AMERICAN NATURALIST	66		147	158	10.1086/280420	1932	1932	45	WOS:000200906900015
"Wilson, HV"	Sponges and biology	AMERICAN NATURALIST	66		159	170	10.1086/280421	1932	1932	9	WOS:000200906900016
"Lillie, FR"	Growth rate and hormone threshold with reference to physiology of development	AMERICAN NATURALIST	66		171	179	10.1086/280422	1932	1932	4	WOS:000200906900017
"Shull, AF"	An internal but non-genetic character affecting wing production in response to light in an aphid	AMERICAN NATURALIST	66		180	183	10.1086/280423	1932	1932	4	WOS:000200906900018
"Seevers, CH; Spencer, DA"	Autoplastic transplantation of guinea-pig skin between regions with different characters	AMERICAN NATURALIST	66		183	189	10.1086/280424	1932	1932	14	WOS:000200906900019
"Nichols, JT; Raven, HC"	Australian fresh-water fishes	AMERICAN NATURALIST	66		189	192	10.1086/280425	1932	1932	0	WOS:000200906900020
"Patterson, JT"	Lethal mutations and deficiencies produced in the x-chromosome of Drosophila melanogaster by x-radiation	AMERICAN NATURALIST	66		193	206	10.1086/280426	1932	1932	20	WOS:000200906900021
"Stewart, G; Nelson, LW"	Recurrence of a peculiar genetic recombination in the spike density of wheat	AMERICAN NATURALIST	66		207	222	10.1086/280427	1932	1932	1	WOS:000200906900022
"Willoughby, RR; Pomerat, CM"	Homogamy in the toad	AMERICAN NATURALIST	66		223	234	10.1086/280428	1932	1932	4	WOS:000200906900023
"Mozley, A"	A biological study of a temporary pond in Western Canada	AMERICAN NATURALIST	66		235	249	10.1086/280429	1932	1932	34	WOS:000200906900024
"Bridges, CB"	Apparatus and methods for Drosophila culture	AMERICAN NATURALIST	66		250	273	10.1086/280430	1932	1932	9	WOS:000200906900025
"Hutt, FB"	Paradoxical terminology in genetics	AMERICAN NATURALIST	66		274	277	10.1086/280431	1932	1932	0	WOS:000200906900026
"Wood, TR"	Resting eggs that fail to rest	AMERICAN NATURALIST	66		277	281	10.1086/280432	1932	1932	9	WOS:000200906900027
"Wright, S"	Complementary factors for eye color in Drosophila	AMERICAN NATURALIST	66		282	283	10.1086/280433	1932	1932	15	WOS:000200906900028
"Sprague, GF; Pope, MN"	A case of two simultaneous mutations for virescent seedlings in maize	AMERICAN NATURALIST	66		284	285	10.1086/280434	1932	1932	0	WOS:000200906900029
"Hays, FA"	Early and late feathering in Rhode Island Reds	AMERICAN NATURALIST	66		286	287	10.1086/280435	1932	1932	0	WOS:000200906900030
"Bennitt, R"	"Note on the Medusa craspedacusta in Missouri, with a summary of the American records to date"	AMERICAN NATURALIST	66		287	288	10.1086/280436	1932	1932	6	WOS:000200906900031
"Gowen, JW; Gay, EH"	Physiological factors necessary to alleviate genetic lethal anemia in mice	AMERICAN NATURALIST	66		289	300	10.1086/280437	1932	1932	15	WOS:000200906900032
"Sinnott, EW"	Shape changes during fruit development in Cucurbita and their importance in the study of shape inheritance	AMERICAN NATURALIST	66		301	309	10.1086/280438	1932	1932	8	WOS:000200906900033
"Brink, RA; Cooper, DC"	A structural change in the chromosomes of maize leading to chain formation	AMERICAN NATURALIST	66		310	322	10.1086/280439	1932	1932	14	WOS:000200906900034
"Schultz, J; Bridges, CB"	Methods for distinguishing between duplications and specific suppressors	AMERICAN NATURALIST	66		323	334	10.1086/280440	1932	1932	21	WOS:000200906900035
"Hanson, FB; Heys, F"	Radium and lethal mutations in Drosophila - Further evidence of the proportionality rule from a study of the effects of equivalent doses differently applied	AMERICAN NATURALIST	66		335	345	10.1086/280441	1932	1932	14	WOS:000200906900036
"Jacot, AP"	The status of the species and the genus	AMERICAN NATURALIST	66		346	364	10.1086/280442	1932	1932	2	WOS:000200906900037
"Wiener, AS"	Observations on the manner of clasping the hands and folding the arms	AMERICAN NATURALIST	66		365	370	10.1086/280443	1932	1932	27	WOS:000200906900038
"Green, CV; Green, SK"	"Shell growth in the periwinkle, Littorina litorea"	AMERICAN NATURALIST	66		371	376	10.1086/280444	1932	1932	2	WOS:000200906900039
"Chubb, SH"	Vestigial clavicles and rudimentary sesamoids - Their development and functions in mammals	AMERICAN NATURALIST	66		376	381	10.1086/280445	1932	1932	0	WOS:000200906900040
"Snell, GD"	The role of male parthenogenesis in the evolution of the social Hymenoptera	AMERICAN NATURALIST	66		381	384	10.1086/280446	1932	1932	12	WOS:000200906900041
"Shull, AF"	Clonal differences and clonal changes in the aphid Macrosiphum solanifolii	AMERICAN NATURALIST	66		385	419	10.1086/280447	1932	1932	14	WOS:000200906900042
"Whiting, PW; Anderson, RL"	Temperature and other factors concerned in male biparentalism in Habrobracon	AMERICAN NATURALIST	66		420	432	10.1086/280448	1932	1932	17	WOS:000200906900043
"Richey, FD; Sprague, GF"	Some factors affecting the reversal of sex expression in the tassels of maize	AMERICAN NATURALIST	66		433	443	10.1086/280449	1932	1932	17	WOS:000200906900044
"Brink, RA"	Are the chromosomes aggregates of groups of physiologically interdependent genes?	AMERICAN NATURALIST	66		444	451	10.1086/280450	1932	1932	17	WOS:000200906900045
"Forbes, WTM"	How old are the lepidoptera?	AMERICAN NATURALIST	66		452	460	10.1086/280451	1932	1932	5	WOS:000200906900046
"Hausman, LA"	The cortical fusi of mammalian hair shafts	AMERICAN NATURALIST	66		461	470	10.1086/280452	1932	1932	19	WOS:000200906900047
"Humphrey, LM"	Somatic chromosomes of certain Minnesota orchids	AMERICAN NATURALIST	66		471	474	10.1086/280453	1932	1932	3	WOS:000200906900048
