Authors	Title	PublicationName	Volume	Issue	BeginningPage	EndingPage	DOI	PublicationDate	PublicationYear	TimesCited	AccessionNumber
"Altenburg, E"	The isotropic character of the salivary chromosome	AMERICAN NATURALIST	71		609	610	10.1086/280748	1937	1937	1	WOS:000200907300055
"Skalinska, M"	Synthesis of hypertetraploid types of Aquilegia	AMERICAN NATURALIST	71		610	612	10.1086/280749	1937	1937	0	WOS:000200907300056
"Relyea, GM"	The brine shrimp of Great Salt Lake	AMERICAN NATURALIST	71		612	616	10.1086/280750	1937	1937	9	WOS:000200907300057
"Lerner, IM; Taylor, LW"	The spurious nature of the linkage between length of laying year and sexual maturity in the fowl	AMERICAN NATURALIST	71		617	622	10.1086/280751	1937	1937	2	WOS:000200907300058
"East, EM"	Consequences of selection in Lythrum salicaria	AMERICAN NATURALIST	70		5	12	10.1086/280635	1936	1936	4	WOS:000200907200001
"Michels, CA"	A study of the appearance of awn characters in a cross between Meloy and Faust barley	AMERICAN NATURALIST	70		13	18	10.1086/280636	1936	1936	1	WOS:000200907200002
"Stein, MR"	The myth of the lemur's comb	AMERICAN NATURALIST	70		19	28	10.1086/280637	1936	1936	4	WOS:000200907200003
"Stern, C"	Genetics and ontogeny	AMERICAN NATURALIST	70		29	35	10.1086/280638	1936	1936	3	WOS:000200907200004
"Whiting, PW"	Papers read at recent meetings of the Genetics Society of America	AMERICAN NATURALIST	70		36	73		1936	1936	0	WOS:000200907200005
"Reynolds, JM"	The sex-determining mechanism of Drosophila miranda	AMERICAN NATURALIST	70		74	80	10.1086/280640	1936	1936	4	WOS:000200907200006
"Kerkis, J"	Chromosome conjugation in hybrids between Drosophila melanogaster and Drosophila simulans.	AMERICAN NATURALIST	70		81	86	10.1086/280642	1936	1936	27	WOS:000200907200007
[Anonymous]	Atypical growth	AMERICAN NATURALIST	70		86	92	10.1086/280643	1936	1936	2	WOS:000200907200008
"Rivero, LH"	"Six records of the pointed-tailed Ocean Sunfish near Havana, Cuba"	AMERICAN NATURALIST	70		92	95	10.1086/280644	1936	1936	1	WOS:000200907200009
"Fasten, N"	Effects of chlorinated city water and lack of food on comet goldfish	AMERICAN NATURALIST	70		95	96	10.1086/280645	1936	1936	0	WOS:000200907200010
"Longley, WH"	Species studies and the species problem	AMERICAN NATURALIST	70		97	109	10.1086/280646	1936	1936	2	WOS:000200907200011
"Redfield, AC"	"The distribution of physiological and chemical peculiarities in the ""natural"" groups of organisms"	AMERICAN NATURALIST	70		110	122	10.1086/280647	1936	1936	2	WOS:000200907200012
"Stern, C"	Interspecific sterility	AMERICAN NATURALIST	70		123	142	10.1086/280648	1936	1936	7	WOS:000200907200013
"East, EM"	Genetic aspects of certain problems of evolution	AMERICAN NATURALIST	70		143	158	10.1086/280649	1936	1936	4	WOS:000200907200014
"Bourne, G"	The phylogeny of the adrenal gland	AMERICAN NATURALIST	70		159	178	10.1086/280650	1936	1936	3	WOS:000200907200015
"Ashby, E"	Hybrid vigor in maize.	AMERICAN NATURALIST	70		179	181	10.1086/280651	1936	1936	16	WOS:000200907200016
"Marshak, A"	The structure of the chromosomes of the salivary gland of Drosophila melanogaster	AMERICAN NATURALIST	70		181	184	10.1086/280652	1936	1936	9	WOS:000200907200017
"Loefer, JB"	"Isolation and growth characteristics of the ""Zoochlorella"" of Paramecium bursaria"	AMERICAN NATURALIST	70		184	188	10.1086/280653	1936	1936	39	WOS:000200907200018
"Lumer, H"	The relation between b and k in systems of relative growth functions of the form y = bx(k)	AMERICAN NATURALIST	70		188	191	10.1086/280654	1936	1936	11	WOS:000200907200019
"Nabours, RK"	Species from the genetic standpoint	AMERICAN NATURALIST	70		191	192	10.1086/280655	1936	1936	0	WOS:000200907200020
"Gregory, WK; Conrad, GM"	The evolution of the Pediculate fishes	AMERICAN NATURALIST	70		193	208	10.1086/280656	1936	1936	9	WOS:000200907200021
"Castle, WE"	Size inheritance in mice	AMERICAN NATURALIST	70		209	217	10.1086/280657	1936	1936	2	WOS:000200907200022
"Ephrussi, B; Beadle, GW"	A technique of transplantation for Drosophila	AMERICAN NATURALIST	70		218	225	10.1086/280658	1936	1936	989	WOS:000200907200023
"Nebel, BR; Ruttle, ML"	Chromosome structure in Tradescantiae VII Further observations on the direction of coiling in Tradescantia reflexa raf.	AMERICAN NATURALIST	70		226	236	10.1086/280659	1936	1936	0	WOS:000200907200024
"Mozley, A"	The statistical analysis of the distribution of pond molluscs in Western Canada	AMERICAN NATURALIST	70		237	244	10.1086/280660	1936	1936	6	WOS:000200907200025
"Sinnott, EW"	A developmental analysis of inherited shape differences in Cucurbit fruits	AMERICAN NATURALIST	70		245	254	10.1086/280661	1936	1936	44	WOS:000200907200026
"Blakeslee, AF; Bergner, AD; Avery, AG"	A new method of synthesizing pure-breeding types with extra chromosomal material in Datura	AMERICAN NATURALIST	70		255	257	10.1086/280662	1936	1936	5	WOS:000200907200027
"Berrill, NJ; Huskins, CL"	"The ""resting"" nucleus"	AMERICAN NATURALIST	70		257	261	10.1086/280663	1936	1936	6	WOS:000200907200028
"Packard, CE"	Form and size variation in a Spathidium believed to be Spathidium spathula	AMERICAN NATURALIST	70		261	263	10.1086/280664	1936	1936	0	WOS:000200907200029
"Allee, AC; Schmidt, KP"	Zoogeographica - A review	AMERICAN NATURALIST	70		264	266		1936	1936	0	WOS:000200907200030
"Just, EE"	A single theory for the physiology of development and genetics	AMERICAN NATURALIST	70		267	312	10.1086/280666	1936	1936	6	WOS:000200907200031
"Howard, EB"	Early man in America with particular reference to the Southwestern United States - Introductory note	AMERICAN NATURALIST	70		313	313		1936	1936	4	WOS:000200907200032
"Howard, EB"	The association of a human culture with an extinct fauna in New Mexico	AMERICAN NATURALIST	70		314	323	10.1086/280668	1936	1936	4	WOS:000200907200033
"Stock, C"	The succession of mammalian forms within the period in which human remains are known to occur in America	AMERICAN NATURALIST	70		324	331	10.1086/280669	1936	1936	2	WOS:000200907200034
"Antevs, E"	Dating records of early man in the Southwest	AMERICAN NATURALIST	70		331	336	10.1086/280670	1936	1936	3	WOS:000200907200035
"Roberts, FHH"	Recent discoveries of the material culture of Folsom man	AMERICAN NATURALIST	70		337	345		1936	1936	2	WOS:000200907200036
"MacClintock, P; Barbour, E; Schultz, CB; Lugn, AL"	A Pleistocene lake in the White River Valley	AMERICAN NATURALIST	70		346	360	10.1086/280672	1936	1936	4	WOS:000200907200037
"Sellards, EH"	Recent studies of early man in the Southwestern part of the United States	AMERICAN NATURALIST	70		361	369	10.1086/280673	1936	1936	1	WOS:000200907200038
"Richards, HG"	Mollusks associated with early man in the Southwest	AMERICAN NATURALIST	70		369	371	10.1086/280674	1936	1936	3	WOS:000200907200039
"Abramowitz, AA"	The non-identity of the neurohumors for the melanophores and the xanthophores of Fundulus	AMERICAN NATURALIST	70		372	378	10.1086/280675	1936	1936	8	WOS:000200907200040
"Warren, DC; Hutt, FB"	"Linkage relations of crest, dominant white-and frizzling in the fowl"	AMERICAN NATURALIST	70		379	394	10.1086/280676	1936	1936	11	WOS:000200907200041
"Roberts, E; Quisenberry, JH"	Linkage studies in the rat	AMERICAN NATURALIST	70		395	399	10.1086/280677	1936	1936	4	WOS:000200907200042
"Hurst, CT"	Body weight of snails with reference to health and parasitism	AMERICAN NATURALIST	70		400	403	10.1086/280678	1936	1936	0	WOS:000200907200043
"Svihla, A"	The occurrence of albino and spotted rats under feral conditions	AMERICAN NATURALIST	70		403	404	10.1086/280679	1936	1936	1	WOS:000200907200044
"Lindegren, CC"	Heterokaryosis and hormones in Neurospora	AMERICAN NATURALIST	70		404	406	10.1086/280680	1936	1936	4	WOS:000200907200045
"Marshak, A"	A rapid method for making permanent mounts of Drosophila salivary gland chromosomes	AMERICAN NATURALIST	70		406	407	10.1086/280681	1936	1936	3	WOS:000200907200046
"Brandwein, PF; Cohen, AJ"	Culturing protozoa	AMERICAN NATURALIST	70		408	408	10.1086/280682	1936	1936	0	WOS:000200907200047
"Muller, HJ"	On the variability of mixed races	AMERICAN NATURALIST	70		409	442	10.1086/280683	1936	1936	3	WOS:000200907200048
"Bittner, JJ; Murray, WS"	Comparative study of four high tumor lines of-mice	AMERICAN NATURALIST	70		443	453	10.1086/280684	1936	1936	10	WOS:000200907200049
"Bissonnette, TH; Bailey, EE"	Litters from ferrets in January induced by increased exposures to light after nightfall	AMERICAN NATURALIST	70		454	458	10.1086/280685	1936	1936	9	WOS:000200907200050
"Bragg, AN"	The ecological distribution of some North American anura	AMERICAN NATURALIST	70		459	466	10.1086/280686	1936	1936	2	WOS:000200907200051
"Collins, JL"	A frequently mutating gene in the pineapple Ananas comosus (L.) Merr.	AMERICAN NATURALIST	70		467	476	10.1086/280687	1936	1936	6	WOS:000200907200052
"Fox, DL"	Structural and chemical aspects of animal coloration	AMERICAN NATURALIST	70		477	493	10.1086/280688	1936	1936	3	WOS:000200907200053
"Meyer, AW"	"Haeckel, Lamarck and ""intellectual inertia"""	AMERICAN NATURALIST	70		494	497	10.1086/280689	1936	1936	1	WOS:000200907200054
"Swezy, O"	Hormones and evolution	AMERICAN NATURALIST	70		498	500	10.1086/280690	1936	1936	0	WOS:000200907200055
"Packard, CE"	The macronucleus of the Stentors	AMERICAN NATURALIST	70		501	502	10.1086/280691	1936	1936	1	WOS:000200907200056
"Feldman, HW"	"Grizzle, a color character of the black rat"	AMERICAN NATURALIST	70		502	504	10.1086/280692	1936	1936	1	WOS:000200907200057
"Gates, RR"	Mutations and natural selection	AMERICAN NATURALIST	70		505	516	10.1086/280693	1936	1936	5	WOS:000200907200058
"Gregory, WK"	On the meaning and limits of irreversibility of evolution	AMERICAN NATURALIST	70		517	528	10.1086/280694	1936	1936	11	WOS:000200907200059
"Zirkle, C"	Further notes on pangenesis and the inheritance of acquired characters	AMERICAN NATURALIST	70		529	546	10.1086/280695	1936	1936	2	WOS:000200907200060
"Painter, RH"	The food of insects and its relation to resistance of plants to insect attack	AMERICAN NATURALIST	70		547	566	10.1086/280696	1936	1936	24	WOS:000200907200061
"Van Cleave, HJ"	"Reversal of symmetry in Campeloma rufum, a fresh-water snail"	AMERICAN NATURALIST	70		567	573	10.1086/280697	1936	1936	6	WOS:000200907200062
"Sturtevant, AH; Dobzhansky, T"	"Observations on the species related to new forms of Drosophila affinis, with descriptions of seven"	AMERICAN NATURALIST	70		574	584	10.1086/280698	1936	1936	47	WOS:000200907200063
"Deakin, A"	Natural hybridization and genetics of flickers (Colaptes)	AMERICAN NATURALIST	70		585	590	10.1086/280699	1936	1936	2	WOS:000200907200064
"Cunningham, B; Hurwitz, AP"	Water absorption by reptile eggs during incubation	AMERICAN NATURALIST	70		590	595	10.1086/280700	1936	1936	28	WOS:000200907200065
"Lerner, IM"	Heterogony in the axial skeleton of the creeper fowl	AMERICAN NATURALIST	70		595	598	10.1086/280701	1936	1936	7	WOS:000200907200066
"Loeb, L; King, HD"	The analysis of the organismal differentials of gray Norway rats and of two mutant races by means of transplantation	AMERICAN NATURALIST	69		5	18	10.1086/280578	1935	1935	10	WOS:000200907100001
"Green, CV"	Gene relationships in two species of mice with reference to their possible evolutionary significance	AMERICAN NATURALIST	69		19	29	10.1086/280579	1935	1935	3	WOS:000200907100002
"Schultz, J"	Aspects of the relation between genes and development in Drosophila	AMERICAN NATURALIST	69		30	54	10.1086/280580	1935	1935	44	WOS:000200907100003
"De Garis, CF"	The use of double monsters as means of identification in crossing pure lines of Paramecium caudatum	AMERICAN NATURALIST	69		84	86	10.1086/280582	1935	1935	0	WOS:000200907100004
"De Garis, CF"	Lethal effects of conjugation between Paramecium aurelia and double monsters of P caudatum	AMERICAN NATURALIST	69		87	91	10.1086/280583	1935	1935	2	WOS:000200907100005
"Crummy, PL"	"The inhibition of regeneration by x-rays, in the urodele, Triturus viridescens"	AMERICAN NATURALIST	69		91	94	10.1086/280584	1935	1935	0	WOS:000200907100006
"Duncan, FN"	"Veinlet, a first rank recessive, located just to the right of roughoid in chromosome three of Drosophila melanogaster"	AMERICAN NATURALIST	69		94	96	10.1086/280585	1935	1935	0	WOS:000200907100007
"Brink, RA"	Cytogenetic evolutionary processes in plants	AMERICAN NATURALIST	69		97	124	10.1086/280586	1935	1935	3	WOS:000200907100008
"Demerec, M"	Role of genes in evolution	AMERICAN NATURALIST	69		125	138	10.1086/280587	1935	1935	4	WOS:000200907100009
"Fenton, CL"	Factors of evolution in fossil series	AMERICAN NATURALIST	69		139	173	10.1086/280588	1935	1935	4	WOS:000200907100010
"McClung, CE"	Evolution of the chromosome concept	AMERICAN NATURALIST	69		174	180	10.1086/280589	1935	1935	0	WOS:000200907100011
"Roberts, E; Quisenberry, JH"	Linkage of the genes for non-yellow (y) and pink eye (p(2)) in the house mouse (Mus musculus)	AMERICAN NATURALIST	69		181	183	10.1086/280590	1935	1935	13	WOS:000200907100012
"Anderson, RL"	Offspring obtained from males reared at different temperatures in Habrobracon	AMERICAN NATURALIST	69		183	187	10.1086/280591	1935	1935	4	WOS:000200907100013
"Schwab, JJ"	A further study of the effect of temperature on crossing over	AMERICAN NATURALIST	69		187	192	10.1086/280592	1935	1935	0	WOS:000200907100014
"Gregory, WK"	The pelvis from fish to man a study in paleomorphology	AMERICAN NATURALIST	69		193	210	10.1086/280593	1935	1935	6	WOS:000200907100015
"Hanson, FB"	"Further data on the influence of physiological differences on the induced mutation rate anesthesia, starvation and sex"	AMERICAN NATURALIST	69		211	222	10.1086/280594	1935	1935	2	WOS:000200907100016
"Spencer, WP"	The non-random nature of visible mutations in Drosophila	AMERICAN NATURALIST	69		223	238	10.1086/280595	1935	1935	16	WOS:000200907100017
"Loeb, L"	Transplantation of tissues from mouse to rat and vice versa	AMERICAN NATURALIST	69		239	244	10.1086/280596	1935	1935	5	WOS:000200907100018
"Sumner, FB"	Evidence for the protective value of changeable coloration in fishes	AMERICAN NATURALIST	69		245	266	10.1086/280597	1935	1935	45	WOS:000200907100019
"Goodrich, HB"	The development of hereditary color patterns in fish	AMERICAN NATURALIST	69		267	277	10.1086/280598	1935	1935	4	WOS:000200907100020
"Green, CV"	Quantitative characters in reciprocal hybrids	AMERICAN NATURALIST	69		278	282	10.1086/280599	1935	1935	1	WOS:000200907100021
"Anderson, E"	Gametic elimination in crosses between self sterile species	AMERICAN NATURALIST	69		282	283	10.1086/280600	1935	1935	1	WOS:000200907100022
"Brink, RA"	Linkage relations in the A-Rg group in maize	AMERICAN NATURALIST	69		283	285	10.1086/280601	1935	1935	0	WOS:000200907100023
"Shapiro, H"	"A case of functional hermaphroditism in the sea urchin, Arbacia punctulata, and an estimate of the sex-ratio"	AMERICAN NATURALIST	69		286	288	10.1086/280602	1935	1935	4	WOS:000200907100024
"Setchell, WA"	Pacific insular floras and Pacific paleogeography	AMERICAN NATURALIST	69		289	310	10.1086/280603	1935	1935	4	WOS:000200907100025
"Lindstrom, EW"	Genetic experiments on hybrid vigor in maize	AMERICAN NATURALIST	69		311	322	10.1086/280604	1935	1935	19	WOS:000200907100026
"Gruneberg, H"	The causes of asymmetries in animals	AMERICAN NATURALIST	69		323	343	10.1086/280605	1935	1935	5	WOS:000200907100027
"Feldstein, MJ; Hersh, AH"	The determination of genetic constants of relative growth	AMERICAN NATURALIST	69		344	353	10.1086/280606	1935	1935	11	WOS:000200907100028
"Blum, HF"	A consideration of evolution from a thermodynamic view-point	AMERICAN NATURALIST	69		354	369	10.1086/280607	1935	1935	12	WOS:000200907100029
"Feldman, HW"	The brown variation and growth of the house mouse	AMERICAN NATURALIST	69		370	374	10.1086/280608	1935	1935	12	WOS:000200907100030
"McAtee, WL"	Text-book facts on protective coloration	AMERICAN NATURALIST	69		374	378	10.1086/280609	1935	1935	0	WOS:000200907100031
"Deakin, A"	The inheritance of yellow-pigmented heads in domestic fowl	AMERICAN NATURALIST	69		378	380	10.1086/280610	1935	1935	1	WOS:000200907100032
"Gordon, C"	An experiment on a released population of D melanogaster	AMERICAN NATURALIST	69		381	381	10.1086/280611	1935	1935	6	WOS:000200907100033
"Gordon, C"	An analysis of two wild Drosophila populations	AMERICAN NATURALIST	69		381	382	10.1086/280611	1935	1935	6	WOS:000200907100034
"Swezy, O"	Chromosome alteration in Crepis	AMERICAN NATURALIST	69		383	384	10.1086/280613	1935	1935	2	WOS:000200907100035
"Gregory, WK"	The roles of undeviating evolution and transformation in the origin of man	AMERICAN NATURALIST	69		385	404	10.1086/280614	1935	1935	5	WOS:000200907100036
"Muller, HJ"	On the dimensions of chromosomes and genes in dipteran salivary glands	AMERICAN NATURALIST	69		405	411	10.1086/280615	1935	1935	30	WOS:000200907100037
"Baker, HS"	Influence of temperature on testis size in Drosophila pseudoobscura	AMERICAN NATURALIST	69		412	416	10.1086/280616	1935	1935	3	WOS:000200907100038
"Zirkle, C"	The inheritance of acquired characters and the provisional hypothesis of pangenesis	AMERICAN NATURALIST	69		417	445	10.1086/280617	1935	1935	9	WOS:000200907100039
"Fisher, RA"	The sheltering of lethals	AMERICAN NATURALIST	69		446	455	10.1086/280618	1935	1935	90	WOS:000200907100040
"Imai, Y"	Recurrent pseudomutation	AMERICAN NATURALIST	69		456	459	10.1086/280619	1935	1935	0	WOS:000200907100041
"Kozhevnikov, BT"	Intraspecific isolation artificially obtained through chromosome aberrations	AMERICAN NATURALIST	69		459	461	10.1086/280620	1935	1935	1	WOS:000200907100042
"Hurst, CT; Walker, CR"	Increased heat production in a poikilothermous animal in parasitism	AMERICAN NATURALIST	69		461	466	10.1086/280621	1935	1935	11	WOS:000200907100043
"Cleland, RE"	Chromosome configurations in Oenothera (grandiflora x lamarckiana)	AMERICAN NATURALIST	69		466	468	10.1086/280622	1935	1935	2	WOS:000200907100044
"Dove, WF"	A study of individuality in the nutritive instincts and of the causes and effects of variations in the selection of food	AMERICAN NATURALIST	69		469	544	10.1086/280623	1935	1935	42	WOS:000200907100045
"Emerson, S"	The genetic nature of de Vries's mutations in Oenothera Lamarckiana	AMERICAN NATURALIST	69		545	559	10.1086/280624	1935	1935	9	WOS:000200907100046
"Setchell, WA"	Geographic elements of the marine flora of the north Pacific Ocean	AMERICAN NATURALIST	69		560	577	10.1086/280625	1935	1935	20	WOS:000200907100047
"Burger, JW"	Plethodon cinereus (green) in eastern Pennsylvania and New Jersey	AMERICAN NATURALIST	69		578	586	10.1086/280626	1935	1935	26	WOS:000200907100048
"Imai, Y"	The mechanism of bud variation	AMERICAN NATURALIST	69		587	595	10.1086/280627	1935	1935	8	WOS:000200907100049
"Gause, GF; Witt, AA"	Behavior of mixed populations and the problem of natural selection	AMERICAN NATURALIST	69		596	609	10.1086/280628	1935	1935	163	WOS:000200907100050
"Feldstein, MJ; Hersh, AH"	The calculation of relative growth constants	AMERICAN NATURALIST	69		610	613	10.1086/280629	1935	1935	6	WOS:000200907100051
"McConnell, D"	Changes in the frequencies of the variations of Cepaea nemoralis (Linne)	AMERICAN NATURALIST	69		614	620	10.1086/280630	1935	1935	5	WOS:000200907100052
"Edge, ER"	Variation of the Douglas ground squirrel in different parts of its range	AMERICAN NATURALIST	69		620	628	10.1086/280631	1935	1935	0	WOS:000200907100053
"Brandwein, PF"	The culturing of fresh-water protozoa and other small invertebrates	AMERICAN NATURALIST	69		628	632	10.1086/280632	1935	1935	22	WOS:000200907100054
"Reeves, RG; Mangelsdorf, PC"	Chromosome numbers in relatives of Zea mays L	AMERICAN NATURALIST	69		633	635	10.1086/280633	1935	1935	10	WOS:000200907100055
"Green, CV"	The association between color and size in mice	AMERICAN NATURALIST	69		635	638	10.1086/280634	1935	1935	3	WOS:000200907100056
"Goldschmidt, R"	The influence of the cytoplasm upon gene-controlled heredity	AMERICAN NATURALIST	68		5	23	10.1086/280520	1934	1934	11	WOS:000200907000001
"Wright, S"	Physiological and evolutionary theories of dominance	AMERICAN NATURALIST	68		24	53	10.1086/280521	1934	1934	233	WOS:000200907000002
"Kavanagh, AJ; Richards, OW"	The autocatalytic growth-curve	AMERICAN NATURALIST	68		54	59	10.1086/280522	1934	1934	19	WOS:000200907000003
"Riley, HP"	A further test showing the dominance of self-fertility to self-sterility in shepherd's purse	AMERICAN NATURALIST	68		60	64	10.1086/280523	1934	1934	6	WOS:000200907000004
"Whiting, PW"	The Genetics Society of America - Papers read at the Chicago meeting	AMERICAN NATURALIST	68		65	83		1934	1934	0	WOS:000200907000005
"Hausman, LA"	On the structure of the hair of the Sei whale (Balaenoptera borealis)	AMERICAN NATURALIST	68		84	88	10.1086/280525	1934	1934	2	WOS:000200907000006
"Altenburg, E"	A theory of hermaphroditism	AMERICAN NATURALIST	68		88	91	10.1086/280526	1934	1934	10	WOS:000200907000007
"Ibsen, HL; Bushnell, LD"	The production and inheritance of eye defects in rabbits	AMERICAN NATURALIST	68		92	95	10.1086/280527	1934	1934	2	WOS:000200907000008
"Sax, K"	"Interlocking as a ""demonstration"" of the occurrence of crossing-over"	AMERICAN NATURALIST	68		95	96	10.1086/280528	1934	1934	1	WOS:000200907000009
"Hanson, FB; Heys, F"	The relation of the induced mutation rate to different physiological states in Drosophila melanogaster III Irradiation during rapid as compared with slow germ-cell formation	AMERICAN NATURALIST	68		97	106	10.1086/280529	1934	1934	3	WOS:000200907000010
"Glass, HB"	A study of dominant mosaic eye-color mutants in Drosophila melanogaster I Phenotypes and loci involved	AMERICAN NATURALIST	68		107	114	10.1086/280530	1934	1934	8	WOS:000200907000011
"Hubbs, CL"	"Racial and individual variation in animals, especially fishes"	AMERICAN NATURALIST	68		115	128	10.1086/280531	1934	1934	22	WOS:000200907000012
"Colton, HS; Pennypacker, M"	The results of twenty years of self-fertilization in the pond snail Lymnaea columella say	AMERICAN NATURALIST	68		129	136	10.1086/280532	1934	1934	15	WOS:000200907000013
"Sumner, FB"	Taxonomic distinctions viewed in the light of genetics	AMERICAN NATURALIST	68		137	149	10.1086/280533	1934	1934	0	WOS:000200907000014
"Witzemann, EJ"	Mutation and adaptation as component parts of a universal principle IV The behavior of organized units	AMERICAN NATURALIST	68		150	161	10.1086/280534	1934	1934	1	WOS:000200907000015
"Whiting, PW"	The Genetics Society of America	AMERICAN NATURALIST	68		162	178		1934	1934	0	WOS:000200907000016
"Wallis, WD"	A gorilla skull with abnormal denture	AMERICAN NATURALIST	68		179	183	10.1086/280536	1934	1934	2	WOS:000200907000017
"Humphrey, LM"	The somatic chromosomes of Cypripedium hirsutum and six species of the genus habenaria	AMERICAN NATURALIST	68		184	186	10.1086/280537	1934	1934	3	WOS:000200907000018
"Hersh, AH"	On Mendelian dominance and the serial order of phenotypic effects in the bar series of Drosophila melanogaster	AMERICAN NATURALIST	68		186	190	10.1086/280538	1934	1934	8	WOS:000200907000019
"Dobzhansky, T; Schuitz, J"	Sex in Drosophila and other organisms	AMERICAN NATURALIST	68		190	191	10.1086/280539	1934	1934	4	WOS:000200907000020
"Altenburg, E"	A new method of etherizing Drosophila in mass	AMERICAN NATURALIST	68		191	192	10.1086/280540	1934	1934	0	WOS:000200907000021
"Osborn, HF"	"Aristogenesis, the creative principle in the origin of species"	AMERICAN NATURALIST	68		193	235	10.1086/280541	1934	1934	33	WOS:000200907000022
"Coe, WR"	Alternation of sexuality in oysters	AMERICAN NATURALIST	68		236	251	10.1086/280542	1934	1934	31	WOS:000200907000023
"Tan, CC; Li, JC"	"Inheritance of the elytral color patterns of the lady-bird beetle, Harmonia axyridis Pallas"	AMERICAN NATURALIST	68		252	265	10.1086/280543	1934	1934	29	WOS:000200907000024
"Allard, HA"	"The twilight song of the wood pewee, Myiochanes virens Linnaeus"	AMERICAN NATURALIST	68		266	274	10.1086/280544	1934	1934	0	WOS:000200907000025
"Green, CV"	An analysis of size genes	AMERICAN NATURALIST	68		275	278	10.1086/280545	1934	1934	4	WOS:000200907000026
"Schubel, F"	"A new sex-linked, female-limited lethal of Drosophila melanogaster"	AMERICAN NATURALIST	68		278	282	10.1086/280546	1934	1934	1	WOS:000200907000027
"Edwards, TI"	Seed frequencies in Cytisus and Peltandra	AMERICAN NATURALIST	68		283	286	10.1086/280547	1934	1934	0	WOS:000200907000028
"Haldane, JBS"	The relative efficiency of two methods of measuring human linkage	AMERICAN NATURALIST	68		286	288	10.1086/280548	1934	1934	6	WOS:000200907000029
"East, EM"	The nucleus-plasma problem	AMERICAN NATURALIST	68		289	303	10.1086/280549	1934	1934	19	WOS:000200907000030
"Lillie, RS"	The living and the non-living	AMERICAN NATURALIST	68		304	332	10.1086/280550	1934	1934	1	WOS:000200907000031
"Ezhikov, T"	Individual variability and dimorphism of social insects	AMERICAN NATURALIST	68		333	344	10.1086/280551	1934	1934	10	WOS:000200907000032
"Anderson, EG"	A chromosomal interchange in maize involving the attachment to the nucleolus	AMERICAN NATURALIST	68		345	350	10.1086/280552	1934	1934	9	WOS:000200907000033
"Johnston, O; Winchester, AM"	Studies on reverse mutations in Drosophila melanogaster	AMERICAN NATURALIST	68		351	358	10.1086/280553	1934	1934	13	WOS:000200907000034
"Patterson, JT; Stone, W; Bedichek, S; Suche, M"	The production of translocations in Drosopirla	AMERICAN NATURALIST	68		359	369	10.1086/280554	1934	1934	53	WOS:000200907000035
"Fisher, RA"	Professor Wright on the theory of dominance	AMERICAN NATURALIST	68		370	374	10.1086/280555	1934	1934	21	WOS:000200907000036
"Darlington, CD"	Crossing-over of sex chromosomes in Drosophila	AMERICAN NATURALIST	68		374	377	10.1086/280556	1934	1934	2	WOS:000200907000037
"Dubinin, NP; Sidoroff, BN"	Relation between the effect of a gene and its position in the system	AMERICAN NATURALIST	68		377	381	10.1086/280557	1934	1934	32	WOS:000200907000038
"Zimmermann, W"	Research on phylogeny of species and of single characters	AMERICAN NATURALIST	68		381	384	10.1086/280558	1934	1934	9	WOS:000200907000039
"Conklin, EG"	Fifty years of the American Society of Naturalists	AMERICAN NATURALIST	68		385	401	10.1086/280559	1934	1934	3	WOS:000200907000040
"East, EM"	The nucleus-plasma problem II	AMERICAN NATURALIST	68		402	439	10.1086/280560	1934	1934	11	WOS:000200907000041
"Anderson, EG; Clokey, IW"	Chromosomes involved in a series of interchanges in maize	AMERICAN NATURALIST	68		440	445	10.1086/280561	1934	1934	3	WOS:000200907000042
"Friedman, B; Gordon, M"	Chromosome numbers in Xiphophorin fishes	AMERICAN NATURALIST	68		446	455	10.1086/280562	1934	1934	25	WOS:000200907000043
"Hausman, LA"	On the revivification of certain species of protozoa after twenty years of encystment	AMERICAN NATURALIST	68		456	462	10.1086/280563	1934	1934	0	WOS:000200907000044
"Whiting, PW"	"The Genetics Society of America - Papers read at the Berkeley meeting, June 20, 1934"	AMERICAN NATURALIST	68		463	470		1934	1934	0	WOS:000200907000045
"Sass, JE"	Chromosome fragmentation in Lilium tigrinum Ker	AMERICAN NATURALIST	68		471	475	10.1086/280565	1934	1934	2	WOS:000200907000046
"Zahl, PA"	"The hormonic inhibition of a somatic character in the cyprinodont fish, Rivulus urophtalmus"	AMERICAN NATURALIST	68		475	478	10.1086/280566	1934	1934	1	WOS:000200907000047
"Davis, J"	Hairless mice and ultra-violet light	AMERICAN NATURALIST	68		478	480	10.1086/280567	1934	1934	0	WOS:000200907000048
"Shull, GH"	"Oenothera mut pollicata, an interesting new mutation"	AMERICAN NATURALIST	68		481	490	10.1086/280569	1934	1934	2	WOS:000200907000049
"Altenburg, E"	The artificial production of mutations by ultra-violet light	AMERICAN NATURALIST	68		491	507	10.1086/280570	1934	1934	22	WOS:000200907000050
"Moore, WG"	The production of sterility in Drosophila melanogaster by x-ray treatment	AMERICAN NATURALIST	68		508	515	10.1086/280571	1934	1934	3	WOS:000200907000051
"Boyden, A"	Precipitins and phylogeny in animals	AMERICAN NATURALIST	68		516	536	10.1086/280572	1934	1934	14	WOS:000200907000052
"Hersh, AH"	Evolutionary relative growth in the titanotheres	AMERICAN NATURALIST	68		537	561	10.1086/280573	1934	1934	44	WOS:000200907000053
